prompt_id,prompt_variant,layer,lens,p_top1,top1_token_id,top1_token_str,p_answer,answer_rank,kl_norm_vs_raw_bits
pos,orig,74,norm,0.02893492579460144,330," """,0.0009533639531582594,9,80.17155360199308
pos,orig,74,raw,0.8461095094680786,220, ,8.762305284438438e-40,239,80.17155360199308
pos,orig,75,norm,0.18763123452663422,330," """,0.0006650616996921599,26,69.04053925213141
pos,orig,75,raw,0.854724645614624,220, ,0.0,217,69.04053925213141
pos,orig,76,norm,0.11258875578641891,330," """,0.0013789013028144836,9,76.26685399335905
pos,orig,76,raw,0.9813656806945801,220, ,0.0,108,76.26685399335905
pos,orig,77,norm,0.3090965449810028,330," """,0.004808829631656408,8,68.04709591596507
pos,orig,77,raw,0.5153950452804565,11,",",0.0,33,68.04709591596507
pos,orig,78,norm,0.05952467769384384,330," """,0.0033443968277424574,5,83.31501672207212
pos,orig,78,raw,0.9717010855674744,11,",",0.0,15,83.31501672207212
pos,orig,79,norm,0.004789831582456827,330," """,0.0021386209409683943,2,82.91823486033593
pos,orig,79,raw,1.0,11,",",0.0,6,82.91823486033593
pos,orig,80,norm,0.3394583463668823,19846, Berlin,0.3394583463668823,1,82.37345436029565
pos,orig,80,raw,1.0,11,",",4.203895392974451e-45,28,82.37345436029565
pos,no_filler,66,norm,0.0005365546094253659,330," """,3.649381687864661e-05,273,66.78462768629068
pos,no_filler,66,raw,0.9087227582931519,11,",",2.1948692131878187e-19,1030,66.78462768629068
pos,no_filler,67,norm,0.00042564570321701467,330," """,4.907769107376225e-05,94,74.39813728836481
pos,no_filler,67,raw,0.9688156843185425,11,",",6.220221299607607e-21,751,74.39813728836481
pos,no_filler,68,norm,0.0011062414851039648,330," """,4.7953530156519264e-05,183,78.06112560017021
pos,no_filler,68,raw,0.9886705875396729,11,",",1.452368657158784e-23,945,78.06112560017021
pos,no_filler,69,norm,0.0004572485922835767,330," """,0.00011417386122047901,18,81.1224167855282
pos,no_filler,69,raw,0.9894046783447266,11,",",1.545534707787196e-23,424,81.1224167855282
pos,no_filler,70,norm,0.0007754365797154605,330," """,0.00018087222997564822,9,81.55525171433007
pos,no_filler,70,raw,0.9870465993881226,11,",",4.651518327635696e-23,297,81.55525171433007
